long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
"-584,708,076","-346,283,407",1161,LA BARRA,CAFE,MINUTAS,CLASICO PORTEÑO,4612 3203,,,NAZCA,308,,NAZCA AV. 308,Flores,7,1406,C1406AJP
"-584,007,342","-345,916,444",1777,LA BARRA,RESTAURANTE,PIZZERIA,MODERNO,4515 0742,,,JUNCAL,2383,,JUNCAL 2383,Recoleta,2,1125,C1125ABE
"-584,231,185","-345,820,214",233,LA BARRA,RESTAURANTE,MINUTAS,MODERNO,4777 7300,,,GUEMES,4502,,GUEMES 4502,Palermo,14,1425,C1425BLH
"-583,737,868","-345,986,766",2322,LA BARRA,CAFE,MINUTAS,CLASICO PORTEÑO,4313 2460,,lunes a domingo de 8 a 00,CORDOBA,484,,CORDOBA AV. 484,San Nicolas,1,1054,C1054AAQ
"-583,625,338","-346,396,226",1243,LA BARRICA,RESTAURANTE,TRADICIONAL,TANGO,4301 4147,info@labarrica.com.ar,lunes a domingo de 9 a 14,MAGALLANES,847,,MAGALLANES 847,Boca,4,1166,C1166ACA
"-583,835,589","-345,968,166",2009,LA BIBLIOTECA CAE,RESTAURANTE,INTERNACIONAL,BOHEMIO,4811 0673,,,ALVEAR MARCELO T. De,1155,,"ALVEAR, MARCELO T. De 1155",Retiro,1,1058,C1058AAQ
,,,LA BIBLIOTECA CAFÉ,Bar Temático,,,4811-0673 / 4541-7533 / 4878-2505,info@labibliotecacafe.com.ar,,,,,MARCELO T. DE ALVEAR 1155,RETIRO,1,,
"-583,907,544","-345,878,351",1780,LA BIELA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4804 0449,,,QUINTANA,600,,"QUINTANA, MANUEL, PRES. AV. 600",Recoleta,2,1129,C1129ABO
,,,LA BIELA,Bar Notable,,,4804-0449 / 4135 / 0432,info@labiela.com,,,,,AV. PTE. MANUEL QUINTANA 594,RECOLETA,1,,
"-583,654,439","-346,203,184",1613,LA BISTECCA,RESTAURANTE,MEDITERRANEA,,4514 4997,,,MOREAU DE JUSTO ALICIA,1890,,"MOREAU DE JUSTO, ALICIA AV. 1890",Puerto Madero,1,1107,C1107AFL
"-583,834,349","-346,101,707",1419,LA BLANQIADA,,PARRILLA,COLONIAL,4381 4497,lablanqiada@speedy.com.ar,,SALTA,135,,SALTA 135,Monserrat,1,1074,C1074AAC
"-584,165,946","-346,549,548",1486,LA BLANQUEADA,RESTAURANTE,PIZZERIA,MODERNO,4919 0896,,,SAENZ AV,1201,,SAENZ AV. 1201,Nueva Pompeya,4,1437,C1437DOE
"-584,295,633","-345,869,618",231,LA BLU BLONA,RESTAURANTE,PIZZERIA,MODERNO,4833 2160,,,THAMES,1776,,THAMES 1776,Palermo,14,1414,C1414DDJ
"-585,121,899","-345,924,779",2712,LA BODEGA BORBORE,,REGIONAL,,4504 2425,labodegaborbore@argentina.com,,MOSCONI,3654,,MOSCONI GENERAL AV. 3654,Villa Devoto,11,1419,C1419ERP
"-583,891,638","-346,054,694",2323,LA BODEGUITA,VINERIA,INTERNACIONAL,MODERNO,4375 3388,labodeguita@fibertel.com.ar,lunes a jueves de 12 a 1 - viernes de 12 a 2 - sábado de 19.30 a 2,SARMIENTO,1594,,SARMIENTO 1594,San Nicolas,1,1042,C1042ABD
"-585,202,742","-346,255,244",1421,LA BOHEME,,MINUTAS,MODERNO,4381 3345,,,IRIGOYEN,1642,,IRIGOYEN 1642,Versalles,10,1408,C1408CPJ
"-584,538,215","-346,241,298",1008,LA BOHEMIA,CAFE,,,4633 2971,,,YERBAL,1657,,YERBAL 1657,Caballito,6,1406,C1406GJM
"-584,024,028","-345,948,915",1778,LA BOLSA DE CAFE,CAFE,SANDWICHERIA,MODERNO,4822 5922,,,PUEYRREDON AV,1375,,PUEYRREDON AV. 1375,Recoleta,2,1118,
"-583,620,232","-34,639,135",1244,LA BOMBONERA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,,,lunes a domingo de 16 a 20,VALLE IBERLUCEA del Dr.,1257,,"VALLE IBERLUCEA del, Dr. 1257",Boca,4,1160,C1160ABM
"-583,898,878","-346,043,409",2324,LA BONNE VIE,VINERIA,TRADICIONAL,MODERNO,6320 5327,labonnevie@cantv.net,lunes a domingo de 10 a 23,CORRIENTES,1660,,CORRIENTES AV. 1660,San Nicolas,1,1042,C1042AAP
"-584,270,654","-345,922,024",234,LA BOQUERIA,RESTAURANTE,TRADICIONAL,RUSTICA,4831 9301,,lunes a sábado de 8 a 1,SCALABRINI ORTIZ RAUL,1398,,"SCALABRINI ORTIZ, RAUL AV. 1398",Palermo,14,1414,C1414DON
"-584,469,164","-34,616,594",1163,LA BOTICA,CAFE,MINUTAS,ANTIGUO,,,,ARANGUREN JUAN F. Dr.,1013,,"ARANGUREN, JUAN F., Dr. 1013",Caballito,6,1405,C1405CRU
"-583,725,977","-346,184,685",2589,LA BRIGADA,RESTAURANTE,PARRILLA,TANGO,4361 5557,,lunes a domingo de 12 a 15 y de 20 a 00,ESTADOS UNIDOS,465,,ESTADOS UNIDOS 465,San Telmo,1,1101,C1101AAI
"-583,739,306","-346,023,098",2325,LA BRIOCHE DOREE,RESTAURANTE,SANDWICHERIA,MODERNO,4326 7228,,,SAN MARTIN,490,,SAN MARTIN 490,San Nicolas,1,1004,C1004AAJ
"-583,550,547","-346,337,504",1246,LA BUENA MEDIDA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4302 8038,,lunes a sábado de 8 a 20,SUAREZ,101,,SUAREZ 101,Boca,4,1162,C1162AEC
,,,LA BUENA PIZZA,Restaurante,,,4805-2962,labuenapizzacharleys@gmail.com,,,,,AGÜERO 2241 PB,RECOLETA,2,,
"-58,423,332","-345,750,703",239,LA CÃ‚Â TEDRA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4777 4601,,,CERVIÑO AV,4699,,CERVIÑO AV. 4699,Palermo,14,,
"-583,863,952","-345,884,933",1781,LA CABAÑA,RESTAURANTE,TRADICIONAL,FOLKLORICO,4814 0001,info@lacabanabuenosaires.com.ar,lunes a lunes de 9 a 1,RODRIGUEZ PEÑA,1967,,RODRIGUEZ PEÑA 1967,Recoleta,2,,
"-584,937,053","-346,442,071",1529,LA CABAÑA DEL TIO BETO,RESTAURANTE,TRADICIONAL,RUSTICA,4635 2351,,lunes a lunes de 7 a 00,ALBERDI JUAN BAUTISTA,4802,,"ALBERDI, JUAN BAUTISTA AV. 4802",Parque Avellaneda,9,1407,C1407HAP
"-58,393,625","-345,889,216",1779,LA CABALLERIZA,RESTAURANTE,PARRILLA,RUSTICA,4806 3262,www.lacaballeriza-recoleta.com,,LOPEZ VICENTE,2024,,"LOPEZ, VICENTE 2024",Recoleta,2,1128,C1128ACF
"-583,669,969","-346,041,047",1611,LA CABALLERIZA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4315 6200,,,MOREAU DE JUSTO ALICIA,580,,"MOREAU DE JUSTO, ALICIA AV. 580",Puerto Madero,1,1107,C1107AAL
,,,LA CABAÑA,Restaurante,,,4314-3710,info@lacabaÑa.com.ar,,,,,ALICIA M. DE JUSTO 380,PUERTO MADERO,1,,
"-584,328,654","-345,894,511",235,LA CABRERA,RESTAURANTE,PARRILLA,RUSTICA,4831 7002,,,CABRERA JOSE A.,5099,,"CABRERA, JOSE A. 5099",Palermo,14,1414,C1414BGQ
,,,LA CABRERA SUR,Restaurante,,,4831-7002,info@parrillalacabrera.com.ar,,,,,J. A. CABRERA 5099,PALERMO,14,,
"-584,013,977","-345,913,653",1782,LA CALDA,RESTAURANTE,MINUTAS,MODERNO,4826 5168,,lunes a domingo de 11 a 16 y de 19 a 1,JUNCAL,2421,,JUNCAL 2421,Recoleta,2,1425,C1425AYA
"-584,357,287","-345,850,943",236,LA CAMILA,RESTAURANTE,,,,,,HUMBOLDT,1668,,HUMBOLDT 1668,Palermo,14,1414,C1414CTP
"-584,453,137","-346,241,041",1010,LA CAMPIÑA,CAFE,MINUTAS,RUSTICA,4433 3400,,,ALBERDI JUAN BAUTISTA,1228,,"ALBERDI, JUAN BAUTISTA AV. 1228",Caballito,6,1406,C1406GRO
"-583,635,713","-346,361,661",1245,LA CANCHA,RESTAURANTE,ESPAÃ‘OLA,CLASICO PORTEÑO,4362 2475,,,BRANDSEN,697,,BRANDSEN 697,Boca,4,1161,C1161AAM
"-58,390,345","-34,607,919",2327,LA CANDELA,RESTAURANTE,MEDITERRANEA,MODERNO,4383 3225,casema77@hotmail.com,lunes a viernes de 9.30 a 19.30,MITRE BARTOLOME,1682,,"MITRE, BARTOLOME 1682",San Nicolas,1,1037,C1037ABF
"-583,921,901","-346,071,238",791,LA CANDELA,RESTAURANTE,,,,,,CALLAO,186,,CALLAO AV. 186,Balvanera,3,1022,C1022AAO
"-584,172,472","-345,966,843",237,LA CANTINA DE ARNOLDO,RESTAURANTE,ITALIANA,ITALIANA,4862 8342,,lunes a viernes de 12 a 15 - sábado y domingo de 8 a 00,CABRERA JOSE A.,3602,,"CABRERA, JOSE A. 3602",Palermo,14,1186,C1186AAR
"-584,268,823","-346,006,579",633,LA CANTINA DE JUAN CROCCO,RESTAURANTE,ITALIANA,RUSTICA,4865 2355,,,PRINGLES,956,,PRINGLES 956,Almagro,5,1183,C1183AER
"-584,567,399","-346,413,037",1162,LA CARPA,,PIZZERIA,RUSTICA,4632 9966,,,VARELA,1103,,VARELA AV. 1103,Flores,7,1406,C1406EKW
"-583,897,089","-346,029,785",2326,LA CARRA,RESTAURANTE,,,4373 0113,,,LAVALLE,1609,,LAVALLE 1609,San Nicolas,1,1048,C1048AAM
"-583,746,721","-346,256,533",2587,LA CARRETERIA,RESTAURANTE,REGIONAL,ANTIGUO,4300 5564,,lunes a domingo de 12.30 a 15 y de 19.30 a 00,BRASIL,656,,BRASIL 656,San Telmo,1,1154,C1154AAJ
"-584,011,608","-34,621,051",2087,LA CASA DE ANIBAL TROILO,,TRADICIONAL,ANTIGUO,4308 1003,,,CALVO CARLOS,2540,,"CALVO, CARLOS 2540",San Cristobal,3,1230,C1230AAP
"-583,714,838","-346,194,131",2590,LA CASA DE ESTEBAN DE LUCA,RESTAURANTE,TRADICIONAL,ANTIGUO,4361 4338,pechazarreta@hotmail.com,lunes a domingo de 9 a 2,DEFENSA,1000,,DEFENSA 1000,San Telmo,1,1065,C1065AAR
"-584,036,914","-345,926,418",1783,LA CASA DE JOSE,RESTAURANTE,REGIONAL,MODERNO,4823 8476,www.lacasadejose.com.ar,,ARENALES,2659,,ARENALES 2659,Recoleta,2,1425,C1425BEC
"-584,426,436","-345,735,917",592,LA CASA DE OSHAUA,RESTAURANTE,NATURISTA,MODERNO,4553 9330,,,CIUDAD DE LA PAZ,421,,CIUDAD DE LA PAZ 421,Colegiales,13,1426,C1426AGG
"-584,430,855","-345,815,511",238,LA CASONA,RESTAURANTE,,,4772 9643,,,DORREGO,1717,,DORREGO 1717,Palermo,14,1414,C1414CKM
"-583,764,406","-346,034,735",2328,LA CASONA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4325 8558,,lunes a domingo de 7 a 2,CORRIENTES,690,,CORRIENTES AV. 690,San Nicolas,1,1043,C1043AAT
"-584,430,855","-345,815,511",240,LA CASONA DE CÃ‚Â NDIDO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4772 9643,,,DORREGO,1717,,DORREGO 1717,Palermo,14,1414,C1414CKM
"-58,361,874","-346,375,882",1247,LA CASONA DE RAQUEL,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4301 8550,,,OLAVARRIA,644,,OLAVARRIA 644,Boca,4,1162,C1162ABN
"-583,673,044","-34,601,453",1614,LA CASONA DE ROQUE,RESTAURANTE,ITALIANA,,4315 6343,,lunes a domingo mediodía y noche,MOREAU DE JUSTO ALICIA,256,,"MOREAU DE JUSTO, ALICIA AV. 256",Puerto Madero,1,1107,C1107AAF
"-583,694,238","-346,193,105",2588,LA CASONA DE SAN TELMO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4300 3883,,lunes a domingo de 12 a 15 y de 16 a 00,CALVO CARLOS,240,,"CALVO, CARLOS 240",San Telmo,1,1102,C1102AAF
"-583,784,757","-346,023,521",2329,LA CASONA DEL NONO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4322 9352,lacasonadelnono@hotmail.com,lunes a domingo de 11 a 2,LAVALLE,827,,LAVALLE 827,San Nicolas,1,1047,C1047AAQ
"-583,793,621","-34,601,301",2330,LA CASONA DEL PROGRESO,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,154 094 6275,,,TUCUMAN,874,,TUCUMAN 874,San Nicolas,1,1049,C1049AAR
"-584,062,925","-346,148,967",793,LA CASTELLANA,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4931 5981,,,BELGRANO,2902,,BELGRANO AV. 2902,Balvanera,3,1209,C1209AAO
"-583,973,018","-34,598,422",1785,LA CATEDRA,BAR,,,4961 5785,,,JUNIN,901,,JUNIN 901,Recoleta,2,1113,C1113AAC
"-58,520,897","-346,549,367",1301,LA CATEDRAL DEL FUTBOL,RESTAURANTE,PIZZERIA,FUTBOL,4687 2269,,,MONTIEL,1502,,MONTIEL 1502,Mataderos,9,1440,C1440EVB
"-583,726,284","-346,101,561",1420,LA CAUTIVA,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4331 4000,,lunes a viernes de 9 a 18,ALSINA ADOLFO,431,,"ALSINA, ADOLFO 431",Monserrat,1,1087,C1087AAE
"-58,382,497","-346,270,336",1108,LA CENTRAL,RESTAURANTE,MINUTAS,MODERNO,4304 5577,,,GARAY JUAN DE,1182,,"GARAY, JUAN DE AV. 1182",Constitucion,1,1153,C1153ABW
"-583,803,951","-345,989,146",2011,LA CHACRA,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4322 1409,www.lachacra.com.ar,lunes a domingo de 11 a 2,CORDOBA,941,,CORDOBA AV. 941,Retiro,1,1054,C1054AAI
"-583,625,479","-346,377,753",1248,LA CHIRILISIMA,BAR,MINUTAS,CLASICO PORTEÑO,4302 7843,,lunes a domingo de 6.30 a 22.30,OLAVARRIA,695,,OLAVARRIA 695,Boca,4,1162,C1162ABM
"-583,919,596","-345,953,683",1784,LA CHOLITA,BAR,TRADICIONAL,CLASICO PORTEÑO,4815 5579,,lunes a domingo de 12 a 1,RODRIGUEZ PEÑA,1165,,RODRIGUEZ PEÑA 1165,Recoleta,2,,
"-583,840,165","-346,039,291",2331,LA CHURRASQUITA,RESTAURANTE,INTERNACIONAL,MODERNO,4382 1354,,lunes a domingo de 12 a 3,CORRIENTES,1220,,CORRIENTES AV. 1220,San Nicolas,1,1043,C1043AAZ
"-584,001,076","-345,967,478",1786,LA CIGÃ‚ï¿½EÑA,RESTAURANTE,,,4822 0241,,,ALVEAR MARCELO T. De,2299,,"ALVEAR, MARCELO T. De 2299",Recoleta,2,1122,C1122AAI
"-583,714,473","-34,599,316",2333,LA CIGALE,RESTAURANTE,,,4312 8275,,,25 DE MAYO,722,,25 DE MAYO 722,San Nicolas,1,1002,C1002ABP
"-583,911,756","-3,458,813",1789,LA CIRILLA,RESTAURANTE,,,4807 9321,,,ORTIZ ROBERTO M. Pres.,1863,,"ORTIZ, ROBERTO M., Pres. 1863",Recoleta,2,1113,C1113ABA
"-583,775,517","-3,461,633",2591,LA CLAC,RESTAURANTE,TRADICIONAL,TEATRAL,4343 0310,laclac1@hotmail.com,lunes a sábado de 8 a 1,CHILE,802,,CHILE 802,Monserrat,1,1098,C1098AAR
"-584,017,026","-345,932,491",1787,LA COLONIA,RESTAURANTE,MINUTAS,MODERNO,,,lunes a domingo de 11 a 15 y de 18 a 00,PUEYRREDON AV,1501,,PUEYRREDON AV. 1501,Recoleta,2,1118,C1118AAF
"-584,035,373","-345,938,196",1790,LA COMPARSA,RESTAURANTE,MINUTAS,MODERNO,4829 1100,,lunes a viernes de 8 a 20,ECUADOR,1418,,ECUADOR 1418,Recoleta,2,1425,C1425EUH
"-584,125,088","-345,954,948",1788,LA CONTINENTAL,RESTAURANTE,MINUTAS,MODERNO,4963 2522,,,SOLER,3391,,SOLER 3391,Recoleta,2,1425,C1425BWC
"-584,323,447","-346,022,554",636,LA CONTINENTAL,RESTAURANTE,,,4374 1444,,,GALLARDO ANGEL,12,,"GALLARDO, ANGEL AV. 12",Almagro,5,1405,C1405DJN
"-583,921,481","-346,049,375",2332,LA CONTINENTAL,RESTAURANTE,INTERNACIONAL,,4371 0548,,,CALLAO,361,,CALLAO AV. 361,San Nicolas,1,1022,C1022AAD
"-585,243,598","-346,390,908",1328,LA CONTINENTAL,RESTAURANTE,PIZZERIA,MODERNO,4374 1444,,,RIVADAVIA,11350,,RIVADAVIA AV. 11350,Liniers,9,1408,C1408ABN
"-584,161,879","-346,524,265",1489,LA CONTINENTAL,RESTAURANTE,PIZZERIA,MODERNO,4374 1444,,,SAENZ AV,1014,,SAENZ AV. 1014,Nueva Pompeya,4,1437,C1437DOP
"-583,917,995","-346,140,687",792,LA CONTINENTAL,RESTAURANTE,,,,,,ENTRE RIOS,415,,ENTRE RIOS AV. 415,Balvanera,3,1079,C1079ABE
"-584,416,983","-346,210,338",1009,LA CONTINENTAL,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4374 1444,,,RIVADAVIA,5434,,RIVADAVIA AV. 5434,Caballito,6,1424,C1424CEW
"-583,922,186","-346,066,904",794,LA CONTINENTAL PIZZERIA,RESTAURANTE,,,,,,CALLAO,202,,CALLAO AV. 202,Balvanera,3,1022,C1022AAP
"-584,362,421","-345,842,767",241,LA CONZUELO,RESTAURANTE,,,,,,HONDURAS,5600,,HONDURAS 5600,Palermo,14,1414,C1414BND
"-584,644,997","-346,030,604",1590,LA CORONA,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4505 3263,,,SAN MARTIN AV,2800,,SAN MARTIN AV. 2800,Villa Gral. Mitre,11,1416,C1416CSP
"-58,430,576","-345,714,521",242,LA CORTE,RESTAURANTE,TRADICIONAL,MODERNO,4775 0999,,,AREVALO,2977,,AREVALO 2977,Palermo,14,1426,C1426DJE
"-583,729,161","-34,619,294",2592,LA CORUÑA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4362 7637,,lunes a sábado de 7 a 00,BOLIVAR,986,,BOLIVAR 986,San Telmo,1,1066,C1066AAT
"-584,116,163","-345,968,394",1791,LA CROIX,RESTAURANTE,MINUTAS,MODERNO,,,,CABRERA JOSE A.,3199,,"CABRERA, JOSE A. 3199",Recoleta,2,1186,C1186AAG
"-583,821,561","-346,290,719",1111,LA CUBANA,RESTAURANTE,MINUTAS,,,,,O'BRIEN,1170,,O'BRIEN 1170,Constitucion,1,1137,C1137ABB
"-584,744,531","-346,089,725",2736,LA CUEVA,BAR,PIZZERIA,CLASICO PORTEÑO,,,,BUFANO ALFREDO R.,2002,,"BUFANO, ALFREDO R. 2002",Villa Gral. Mitre,11,1416,C1416AJR
"-58,409,563","-346,460,159",1564,LA CUEVA DEL CAMIONERO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,PEPIRI,695,,PEPIRI 695,Parque Patricios,4,1437,C1437EIM
"-584,645,714","-345,929,266",2759,LA CUEVA DEL OSO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,lunes a lunes de 8 a 21,GARMENDIA,4787,,GARMENDIA AV. 4787,Paternal,15,1427,C1427ASA
"-584,348,231","-34,588,172",243,LA CUPERTINA,RESTAURANTE,,,4777 3711,,lunes a sábado 12 a 16 y de 20 al cierre - domingo de 20 al cierre,CABRERA JOSE A.,5300,,"CABRERA, JOSE A. 5300",Palermo,14,1414,C1414BGV
"-583,987,917","-346,309,064",1567,LA CUSPIDE,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4308 1707,,,BRASIL,2471,,BRASIL 2471,Parque Patricios,4,1260,C1260AAG
"-584,879,175","-346,353,806",2636,LA CUYANA,RESTAURANTE,MINUTAS,MODERNO,4671 0425,,,RIVADAVIA,8802,,RIVADAVIA AV. 8802,Velez Sarsfield,10,1407,C1407DYX
"-584,029,725","-345,861,993",1792,LA DAMA BOLLINI,RESTAURANTE,INTERNACIONAL,MODERNO,4805 6399,,lunes a sábado de 20 a 00,BOLLINI,2281,,BOLLINI 2281,Recoleta,2,1425,C1425ECC
"-583,739,633","-346,352,755",914,LA DESPENSA,,PARRILLA,ANTIGUO,4362 1616,,,ISABEL LA CATOLICA,310,,ISABEL LA CATOLICA 310,Barracas,4,1268,C1268ACH
"-58,376,813","-346,006,225",2334,LA DORADO,RESTAURANTE,,,4390 4724,,,MAIPU,646,,MAIPU 646,San Nicolas,1,1006,C1006ACH
"-584,335,761","-34,583,368",244,LA DORITA,RESTAURANTE,PARRILLA,,4776 5653,,,HUMBOLDT,1905,,HUMBOLDT 1905,Palermo,14,1414,C1414CTU
"-584,036,659","-345,853,687",1793,LA DULCE ESQUINA,RESTAURANTE,SANDWICHERIA,MODERNO,4805 2252,,lunes a sábado de 8.30 a 00,PACHECO DE MELO JOSE ANDRES,2909,,"PACHECO DE MELO, JOSE ANDRES 2909",Recoleta,2,1425,C1425AUK
"-583,711,211","-346,007,513",2335,LA ESCALERITA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4311 5693,,,TUCUMAN,300,,TUCUMAN 300,San Nicolas,1,1049,C1049AAF
"-584,130,048","-345,978,706",1794,LA ESMERALDA,RESTAURANTE,PARRILLA,MODERNO,4964 4025,,lunes a domingo de 7 a 1,CORDOBA,3289,,CORDOBA AV. 3289,Recoleta,2,1187,C1187AAG
"-584,961,527","-346,229,271",1219,LA ESPONJA,CONFITERIA,PIZZERIA,CLASICO PORTEÑO,4567 0255,,,SEGUROLA,1401,,SEGUROLA AV. 1401,Floresta,10,1407,C1407AOC
"-585,249,402","-346,391,409",1271,LA ESQUINA,RESTAURANTE,PIZZERIA,MODERNO,4641 7457,,,RIVADAVIA,11400,,RIVADAVIA AV. 11400,Liniers,9,1408,C1408ABN
"-585,092,519","-346,132,473",2713,LA ESQUINA,,TRADICIONAL,BODEGA,4639 6132,,,NOGOYA,4602,,NOGOYA 4602,Villa Devoto,11,1417,C1417FOL
"-583,715,387","-345,996,172",2337,LA ESQUINA DE 25,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4313 5636,,lunes a viernes de 6 a 19,VIAMONTE,302,,VIAMONTE 302,San Nicolas,1,1053,C1053ABH
"-583,880,863","-345,983,996",1796,LA ESQUINA DE ANIBAL TROILO,RESTAURANTE,TRADICIONAL,TANGO,4811 6352,leopiperno@yahoo.com.ar,,PARAGUAY,1500,,PARAGUAY 1500,Recoleta,2,1061,C1061ABB
"-584,355,117","-345,775,835",245,LA ESQUINA DE AREVALO,RESTAURANTE,PARRILLA,BODEGA,4772 1809,,,GUATEMALA,5944,,GUATEMALA 5944,Palermo,14,1425,C1425BVP
"-584,269,259","-345,807,692",246,LA ESQUINA DE CHARCAS,RESTAURANTE,TRADICIONAL,MODERNO,4778 4799,,,CHARCAS,4799,,CHARCAS 4799,Palermo,14,1425,C1425BNS
"-584,479,774","-346,275,959",1004,LA ESQUINA DE LAS FLORES,RESTAURANTE,NATURISTA,,,,,GOYENA PEDRO,1469,,"GOYENA, PEDRO AV. 1469",Caballito,6,1406,C1406GWD
"-584,153,291","-345,833,054",247,LA ESQUINA DE LOS PENSAMIENTOS,CONFITERIA,,,4807 6417,,,BERUTI,3897,,BERUTI 3897,Palermo,14,1425,C1425BCA
"-584,194,114","-345,828,938",250,LA ESTANCIA,CONFITERIA,PARRILLA,MODERNO,4831 8015,,,SANTA FE,3954,,SANTA FE AV. 3954,Palermo,14,1425,C1425BHO
"-583,801,653","-346,024,341",2336,LA ESTANCIA,RESTAURANTE,PORTEÃ‘A,CLASICO PORTEÑO,4326 0330,asadorlaestancia@infovia.com.ar,lunes a domingo de 7 a 2,LAVALLE,941,,LAVALLE 941,San Nicolas,1,1047,C1047AAS
"-583,727,762","-346,230,306",2595,LA ESTRELLA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4300 8530,,lunes a domingo de 7 a 00.30,BOLIVAR,1299,,BOLIVAR 1299,San Telmo,1,1141,C1141AAA
"-583,765,193","-346,023,393",2338,LA ESTRELLA,RESTAURANTE,INTERNACIONAL,,4393 4734,,,LAVALLE,690,,LAVALLE 690,San Nicolas,1,1047,C1047AAN
"-584,724,369","-346,344,377",1217,LA ESTRELLA,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,,,,ALBERDI JUAN BAUTISTA,3201,,"ALBERDI, JUAN BAUTISTA AV. 3201",Floresta,10,1406,C1406GSI
"-583,960,151","-346,129,312",795,LA ESTRELLA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4954 4383,,,MORENO,2099,,MORENO 2099,Balvanera,3,1094,C1094ABE
"-583,618,988","-346,391,576",1250,LA ESTUFA,BAR,ITALIANA,CLASICO PORTEÑO,,,lunes a domingo de 9 a 21,VALLE IBERLUCEA del Dr.,1250,,"VALLE IBERLUCEA del, Dr. 1250",Boca,4,1160,C1160ABN
"-58,441,626","-346,266,543",1011,LA EULOGIA,RESTAURANTE,REGIONAL,RUSTICA,4433 1010,,,GOYENA PEDRO,1002,,"GOYENA, PEDRO AV. 1002",Caballito,6,1424,C1424BSX
"-583,932,654","-346,031,339",797,LA FAMA,RESTAURANTE,,,,,,LAVALLE,1899,,LAVALLE 1899,Balvanera,3,1051,C1051ABA
"-584,022,433","-346,366,052",1565,LA FAMILIA,RESTAURANTE,MINUTAS,MODERNO,4911 9224,,,CASEROS,2802,,CASEROS AV. 2802,Parque Patricios,4,1264,C1264AAV
"-584,719,257","-346,194,155",1164,LA FAMILIA,,PORTEÃ‘A,CLASICO PORTEÑO,,,,GAONA,3314,,GAONA AV. 3314,Flores,7,1416,C1416DSV
"-584,936,031","-345,772,667",2804,LA FAMILIA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4571 9867,,,ROOSEVELT FRANKLIN D.,5700,,ROOSEVELT FRANKLIN D. AV. 5700,Villa Urquiza,12,1431,C1431BZR
"-584,606,048","-346,335,428",1165,LA FARMACIA,,PANQUEQUERÃ?A,ANTIGUO,4631 3481,cubierto@hotmail.com,,DIRECTORIO,2400,,DIRECTORIO AV. 2400,Flores,7,1406,C1406GZZ
"-583,729,954","-346,184,152",2593,LA FARMACIA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4300 6151,lfarmacia@hotmail.com,martes a domingo de 20.30 al cierre,BOLIVAR,898,,BOLIVAR 898,San Telmo,1,1066,C1066AAR
"-584,066,425","-346,136,938",796,LA FAROLA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4931 3343,,,MORENO,2902,,MORENO 2902,Balvanera,3,1209,C1209ABD
"-584,172,784","-345,872,296",248,LA FAROLA,RESTAURANTE,TRADICIONAL,MODERNO,4833 4060,,,ARAOZ,2341,,ARAOZ 2341,Palermo,14,1425,C1425DGI
"-584,610,143","-34,557,309",516,LA FAROLA,RESTAURANTE,TRADICIONAL,MODERNO,4781 4514,,,CABILDO,2630,,CABILDO AV. 2630,Belgrano,13,1428,C1428AAV
"-585,237,299","-346,130,651",2714,LA FAROLA DE DEVOTO,RESTAURANTE,TRADICIONAL,MODERNO,4639 9898,,,BEIRO FRANCISCO,5201,,"BEIRO, FRANCISCO AV. 5201",Villa Devoto,11,1419,C1419IAB
"-583,609,645","-346,318,558",1249,LA FAROLA DE LA BOCA,RESTAURANTE,INTERNACIONAL,,,,lunes a domingo de 6 a 2,BROWN ALTE.,800,,"BROWN, ALTE. AV. 800",Boca,4,1155,C1155AER
